tch_id,data_category,label_zh,label_en,definition_zh,definition_en,has_synonym_zh,has_synonym_en,parents,realizes_principle,treats_pattern,treats_disease,employs_herb,employs_formula,xrefs,sources,date_accessed,notes
TmpTCH:METHOD_61000,method,治法,Therapeutic Method,"中医治法根类别,包含所有治法术语",Root category for all TCM therapeutic method terms,,,,,,,,,,,2025-11-12,ROOT category for Method hierarchy
TmpTCH:METHOD_61762,method,调理肠胃,regulating the intestine and stomach,运用理气和胃为主，佐以具有消食化滞等作用的方药或相关疗法，以治疗胃肠气滞、食滞胃肠等所致病证的治法。,,调和肠胃,,TmpTCH:METHOD_61181,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.5.6.5; Database: clinical_treatment
TmpTCH:METHOD_61182,method,清热法,heat-clearing therapy,泛指运用具有清热等作用的方药或相关疗法，以治疗外感邪热内扰或内伤发热等所致病证的一类治法。,,清法,,TmpTCH:METHOD_61001,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6; Database: clinical_treatment
TmpTCH:METHOD_61183,method,清热泻火,clearing heat and purging fire,运用具有清泄火热、降气通腑等作用的方药或相关疗法，以治疗火热炽盛、热炽气分等所致病证的治法。,,清热降火,,TmpTCH:METHOD_61182,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1; Database: clinical_treatment
TmpTCH:METHOD_61763,method,苦寒清热,herbs bitter in taste and cold in nature clearing heat,运用性寒味苦，具有清热泻火等作用的方药，以治疗火热炽盛、火热上炎、热炽气分等所致病证的治法。,,苦寒泻火,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.1; Database: clinical_treatment
TmpTCH:METHOD_61764,method,甘寒清热,herbs sweet in taste and cold in nature clearing away heat,运用性寒味甘，具有清泄火热等作用的方药，以治疗热盛伤津、火热伤阴等所致病证的治法。,,,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.2; Database: clinical_treatment
TmpTCH:METHOD_61765,method,辛寒清热,clearing heat with pungent-cold medicinals,运用味辛性寒，具有清泄透发邪热等作用的方药，以治疗卫气同病，或热在气分而里热有向外透达趋势等病证的治法。,,辛寒清气,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.3; Database: clinical_treatment
TmpTCH:METHOD_61766,method,清热行滞,clearing heat and removing stagnation,运用具有清泄火热、理气行滞等作用的方药或相关疗法，以治疗气滞热壅等所致病证的治法。,,,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.4; Database: clinical_treatment
TmpTCH:METHOD_61767,method,清热止痛,clearing heat to stop pain,运用具有清泄火热兼止痛等作用的方药或相关疗法，以治疗火热燔灼等所致痛证的治法。,,泻火止痛,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.5; Database: clinical_treatment
TmpTCH:METHOD_61768,method,清热化斑,clearing heat and resolving macula,运用清泄火热及解毒为主，佐以具有止血化斑等作用的方药或相关疗法，以治疗热盛动血，或热毒、火毒、疫毒等所致斑疹病证的治法。,,,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.6; Database: clinical_treatment
TmpTCH:METHOD_61769,method,清热止血,clearing heat and stopping bleeding,运用具有清泄火热、凉血止血等作用的方药或相关疗法，以治疗热盛动血、血热动血等所致病证的治法。,,泻火止血,,TmpTCH:METHOD_61183,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.1.7; Database: clinical_treatment
TmpTCH:METHOD_61184,method,清热解毒,clearing heat and removing toxin,运用具有清热泻火、祛邪解毒等作用的方药或相关疗法，以治疗热毒、火毒、疫毒等所致病证的治法。,,"泻火解毒,清泻火毒,清火解毒,清泻败毒",,TmpTCH:METHOD_61182,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2; Database: clinical_treatment
TmpTCH:METHOD_61770,method,清营解毒,clearing the nutrient to remove toxin,运用具有清解营分热毒等作用的方药或相关疗法，以治疗热毒或火毒入营等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.1; Database: clinical_treatment
TmpTCH:METHOD_61771,method,凉血解毒,cooling blood to remove toxin,运用具有凉血散血、清解血分热毒等作用的方药或相关疗法，以治疗毒入营血、热毒或火毒入营血等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.2; Database: clinical_treatment
TmpTCH:METHOD_61772,method,解毒化斑,removing toxin and resolving macula,运用具有清热解毒、凉血化斑等作用的方药或相关疗法，以治疗热毒发斑、温毒发斑等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.3; Database: clinical_treatment
TmpTCH:METHOD_61773,method,清心解毒,clearing the heart and removing toxin,运用具有清心泻火、解毒等作用的方药或相关疗法，以治疗热毒扰心等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.4; Database: clinical_treatment
TmpTCH:METHOD_61774,method,清肺解毒,clearing the lung and removing toxin,运用具有清宣肺热、泻火解毒等作用的方药或相关疗法，以治疗热毒壅肺等所致病证的治法。,,宣肺解毒,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.5; Database: clinical_treatment
TmpTCH:METHOD_61775,method,清肝解毒,clearing the liver and removing toxin,运用具有清泄肝热、泻火解毒等作用的方药或相关疗法，以治疗热毒蕴肝等所致病证的治法。,,泻肝解毒,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.6; Database: clinical_treatment
TmpTCH:METHOD_61776,method,清胃解毒,clearing the stomach and removing toxin,运用具有清胃热、解邪毒等作用的方药或相关疗法，以治疗火热邪毒壅滞于胃等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.7; Database: clinical_treatment
TmpTCH:METHOD_61777,method,清肠解毒,clearing the intestine and removing toxin,运用具有清解肠道热毒等作用的方药或相关疗法，以治疗热毒蕴肠等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.8; Database: clinical_treatment
TmpTCH:METHOD_61778,method,解毒消瘴,removing toxin to expel miasma,运用具有解毒辟疫、消瘴止疟等作用的方药或相关疗法，以治疗瘴气、疟毒等所致病证的治法。,,,,TmpTCH:METHOD_61184,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.2.9; Database: clinical_treatment
TmpTCH:METHOD_61185,method,清热祛邪,clearing heat and eliminating pathogenic factors,运用具有清热散邪等作用的方药或相关疗法，以治疗火热炽盛等所致病证的治法。,,,,TmpTCH:METHOD_61182,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3; Database: clinical_treatment
TmpTCH:METHOD_61779,method,清热透邪,clearing heat and outthrusting pathogenic factors,运用具有清解邪热外透等作用的方药或相关疗法，以治疗卫气同病或热在气分等所致病证的治法。,,,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.1; Database: clinical_treatment
TmpTCH:METHOD_61780,method,清热透疹,clearing heat and outthrusting rashes,运用具有清热凉营及透发等作用的方药或相关疗法，以治疗温热炽盛而疹透不畅等所致病证的治法。,,凉营透疹,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.2; Database: clinical_treatment
TmpTCH:METHOD_61781,method,清热宣痹,clearing heat to diffuse impediment,运用具有清热祛邪、宣痹通络等作用的方药或相关疗法，以治疗热邪痹阻等所致病证的治法。,,,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.3; Database: clinical_treatment
TmpTCH:METHOD_61186,method,清热凉营,clearing heat and cooling the nutrient,运用具有清热泻火、凉营等作用的方药或相关疗法，以治疗气营两燔等所致病证的治法。,,清气凉营,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.4; Database: clinical_treatment
TmpTCH:METHOD_61782,method,清营泄热,clearing the nutrient to purge heat,运用具有清泄营分热邪等作用的方药或相关疗法，以治疗热入营血等所致病证的治法。,,凉营泄热,,TmpTCH:METHOD_61186,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.4.1; Database: clinical_treatment
TmpTCH:METHOD_61783,method,清营透热,clearing the nutrient and outthrusting heat,运用具有清热凉营、使营分之热转气分而解等作用的方药或相关疗法，以治疗气营两燔、热伏营分等所致病证的治法。,,透营转气,,TmpTCH:METHOD_61186,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.4.2; Database: clinical_treatment
TmpTCH:METHOD_61187,method,清热凉血,clearing heat and cooling blood,运用具有清热泻火、凉血散血等作用的方药或相关疗法，以治疗气血两燔、热在血分等所致病证的治法。,,清气凉血,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5; Database: clinical_treatment
TmpTCH:METHOD_61784,method,气血双清,simultaneous clearing of heat in qi and blood,运用具有清泄气分、血分之热邪等作用的方药或相关疗法，以治疗温病气血两燔等所致病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.1; Database: clinical_treatment
TmpTCH:METHOD_61785,method,清营凉血,clearing the nutrient and cooling blood,运用具有清泄营分热邪、凉血散血等作用的方药或相关疗法，以治疗热入营血等所致病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.2; Database: clinical_treatment
TmpTCH:METHOD_61786,method,凉血清热,cooling blood and clearing heat,运用具有凉血散血、清热泻火等作用的方药或相关疗法，以治疗邪在血分等所致病证的治法。,,凉血泻火,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.3; Database: clinical_treatment
TmpTCH:METHOD_61787,method,凉血止痢,cooling blood and stopping dysentery,运用具有清热凉血、止痢等作用的方药或相关疗法，以治疗血热等所致痢疾下血病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.4; Database: clinical_treatment
TmpTCH:METHOD_61788,method,凉血化斑,cooling blood and resolving macula,运用具有清热凉血、解毒化斑等作用的方药或相关疗法，以治疗热入血分、毒入营血、火毒迫血等所致斑疹病证的治法。,,凉营化斑,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.5; Database: clinical_treatment
TmpTCH:METHOD_61789,method,凉血止血,cooling blood and stopping bleeding,运用具有清热凉血、散血止血等作用的方药或相关疗法，以治疗血热动血等所致病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.6; Database: clinical_treatment
TmpTCH:METHOD_61790,method,凉血润燥,cooling blood and moistening dryness,运用具有清热凉血，增液润燥等作用的方药或相关疗法，以治疗血热化燥等所致病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.7; Database: clinical_treatment
TmpTCH:METHOD_61791,method,凉血养阴,cooling blood and nourishing yin,运用具有凉血散血、清热养阴等作用的方药或相关疗法，以治疗血热伤阴等所致病证的治法。,,,,TmpTCH:METHOD_61187,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.5.8; Database: clinical_treatment
TmpTCH:METHOD_61188,method,清热散结,clearing away heat to dissipate mass,运用具有清热解毒、消散壅结等作用的方药或相关疗法，以治疗热毒壅结、痰热或瘀热搏结等所致病证的治法。,,,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.6; Database: clinical_treatment
TmpTCH:METHOD_61792,method,清热散结止痛,clearing heat and dissipating bind to relieve pain,运用具有清热解毒、消散壅结兼止痛等作用的方药或相关疗法，以治疗热毒炽盛、气血壅滞等所致痛证的治法。,,,,TmpTCH:METHOD_61188,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.6.1; Database: clinical_treatment
TmpTCH:METHOD_61793,method,清热消肿,clearing heat and dispersing swelling,运用具有清热泻火、散结消肿等作用的方药或相关疗法，以治疗热郁成痈、火热或血热壅滞等所致病证的治法。,,泻火消肿,,TmpTCH:METHOD_61185,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.3.7; Database: clinical_treatment
TmpTCH:METHOD_61189,method,清泄里热,clearing and purging internal heat,运用具有清泄在里邪热等作用的方药或相关疗法，以治疗脏腑实热等所致病证的治法。,,清泄脏腑,,TmpTCH:METHOD_61182,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4; Database: clinical_treatment
TmpTCH:METHOD_61794,method,清宣郁热,clearing and diffusing stagnant heat,运用具有清解郁热、除烦等作用的方药或相关疗法，以治疗气郁化火、热扰心神等所致病证的治法。,,"解郁泄热,清热除烦,清心除烦,清泄郁热",,TmpTCH:METHOD_61189,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.1; Database: clinical_treatment
TmpTCH:METHOD_61190,method,清心泻火,clearing the heart and purging fire,运用具有清心火、泄邪热等作用的方药或相关疗法，以治疗心火炽盛等所致病证的治法。,,清心泄热,,TmpTCH:METHOD_61189,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2; Database: clinical_treatment
TmpTCH:METHOD_61795,method,清心导赤,clearing the heart and downbearing heat,运用具有清心泻火、导热下行等作用的方药或相关疗法，以治疗心火炽盛、小肠实热等所致病证的治法。,,清泻火腑,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.1; Database: clinical_treatment
TmpTCH:METHOD_61796,method,清心凉营,clearing the heart and cooling the nutrient,运用具有清心泻火、凉营等作用的方药或相关疗法，以治疗热入心营等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.2; Database: clinical_treatment
TmpTCH:METHOD_61797,method,清心凉血,clearing the heart and cooling blood,运用具有清心泻火、凉血散血等作用的方药或相关疗法，以治疗血热扰心等所致病证的治法。,,凉血清心,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.3; Database: clinical_treatment
TmpTCH:METHOD_61798,method,清心养阴,clearing the heart and nourishing yin,运用具有清心火、养阴液等作用的方药或相关疗法，以治疗心火旺阴液虚、心阴虚火旺等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.4; Database: clinical_treatment
TmpTCH:METHOD_61799,method,清心安神,clearing the heart and tranquilizing the spirit,运用具有清心、宁心安神等作用的方药或相关疗法，以治疗热扰心神等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.5; Database: clinical_treatment
TmpTCH:METHOD_61800,method,清心泻脾,clearing the heart and purging the spleen,运用具有清泻心脾热邪等作用的方药或相关疗法，以治疗心脾积热等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.6; Database: clinical_treatment
TmpTCH:METHOD_61801,method,清心泻肝,clearing the heart and purging the liver,运用具有清泄心肝火热病邪等作用的方药或相关疗法，以治疗心肝火旺等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.7; Database: clinical_treatment
TmpTCH:METHOD_61802,method,清心泻肺,clearing the heart and purging the lung,运用具有清泄心肺热邪等作用的方药或相关疗法，以治疗心肺热盛等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.8; Database: clinical_treatment
TmpTCH:METHOD_61803,method,清心泻肾,clearing the heart and purging the kidney,运用具有清泄心肾热邪等作用的方药或相关疗法，以治疗心肾火热等所致病证的治法。,,,,TmpTCH:METHOD_61190,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.2.9; Database: clinical_treatment
TmpTCH:METHOD_61191,method,清热泻肺,clearing heat and purging the lung,运用具有清泄肺热等作用的方药或相关疗法，以治疗肺热炽盛等所致病证的治法。,,,,TmpTCH:METHOD_61189,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3; Database: clinical_treatment
TmpTCH:METHOD_61192,method,清热宣肺,clearing heat and diffusing the lung,运用具有清泄热邪、宣发肺气等作用的方药或相关疗法，以治疗肺热炽盛、风热闭肺等所致病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.1; Database: clinical_treatment
TmpTCH:METHOD_61804,method,清肺止咳,clearing the lung and stopping coughing,运用具有清泄肺热、止咳等作用的方药或相关疗法，以治疗肺热炽盛等所致咳嗽病证的治法。,,清热止咳,,TmpTCH:METHOD_61192,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.1.1; Database: clinical_treatment
TmpTCH:METHOD_61805,method,清肺平喘,clearing the lung and relieving panting,运用具有清泄肺热、降气平喘等作用的方药或相关疗法，以治疗肺热炽盛等所致气喘病证的治法。,,清热平喘,,TmpTCH:METHOD_61192,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.1.2; Database: clinical_treatment
TmpTCH:METHOD_61806,method,清泄膈热,clearing and purging diaphragm heat,运用具有清热凉膈等作用的方药或相关疗法，以治疗热扰胸膈等所致病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.2; Database: clinical_treatment
TmpTCH:METHOD_61807,method,清肺化瘀,clearing the lung and resolving stasis,清解肺热药与活血化瘀药并用，以治疗肺热血瘀等所致病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.3; Database: clinical_treatment
TmpTCH:METHOD_61808,method,清肺止血,clearing the lung and stopping bleeding,运用具有清泄肺热、凉血止血等作用的方药或相关疗法，以治疗肺热炽盛等所致鼻衄、咳血病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.4; Database: clinical_treatment
TmpTCH:METHOD_61809,method,清泻肺胃,clearing and purging the lung and stomach,运用具有清泄肺胃热邪等作用的方药或相关疗法，以治疗肺胃热盛等所致病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.5; Database: clinical_treatment
TmpTCH:METHOD_61810,method,清肺泻肠,clearing the lung and purging the intestine,运用具有泻肺清肠润下等作用的方药或相关疗法，以治疗肺热移肠、肺热肠燥等所致病证的治法。,,,,TmpTCH:METHOD_61191,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.3.6; Database: clinical_treatment
TmpTCH:METHOD_61193,method,清脾泄热,clearing the spleen and purging heat,运用具有清泄脾胃热邪等作用的方药或相关疗法，以治疗脾胃实热等所致病证的治法。,,"清泄脾胃伏火,清脾泻火",,TmpTCH:METHOD_61189,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4; Database: clinical_treatment
TmpTCH:METHOD_61194,method,清胃泄热,clearing the stomach and purging heat,运用具有清泄胃热等作用的方药或相关疗法，以治疗胃火炽盛等所致病证的治法。,,"清胃泄火,清胃降火",,TmpTCH:METHOD_61193,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1; Database: clinical_treatment
TmpTCH:METHOD_61811,method,清热和胃,clearing heat and harmonizing the stomach,运用具有清泄胃热、宽中和胃等作用的方药或相关疗法，以治疗胃火炽盛等所致病证的治法。,,清热和中,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.1; Database: clinical_treatment
TmpTCH:METHOD_61812,method,清热止呕,clearing heat and stop vomiting,运用具有清泄胃热，降逆止呕等作用的方药或相关疗法，以治疗胃热炽盛等所致呕吐病证的治法。,,,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.2; Database: clinical_treatment
TmpTCH:METHOD_61813,method,清胃止血,clearing the stomach and stopping bleeding,运用具有清泄胃热、凉血止血等作用的方药或相关疗法，以治疗胃火炽盛等所致吐血病证的治法。,,清胃凉血,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.3; Database: clinical_treatment
TmpTCH:METHOD_61814,method,清胃滋阴,clearing the stomach and enriching yin,运用具有清泄胃热、滋养胃阴等作用的方药或相关疗法，以治疗胃热阴虚等所致病证的治法。,,清胃养阴,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.4; Database: clinical_treatment
TmpTCH:METHOD_61815,method,清胃行滞,clearing the stomach and moving stagnation,运用具有清泄胃热、理气行滞等作用的方药或相关疗法，以治疗胃热气滞等所致病证的治法。,,,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.5; Database: clinical_treatment
TmpTCH:METHOD_61816,method,清胃降逆,clearing the stomach and downbearing counterflow,运用具有清泄胃热、和胃降逆等作用的方药或相关疗法，以治疗胃热气逆等所致病证的治法。,,,,TmpTCH:METHOD_61194,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.1.6; Database: clinical_treatment
TmpTCH:METHOD_61195,method,清泻肠热,clearing and purging intestinal heat,运用具有清泻肠道实热之邪等作用的方药或相关疗法，以治疗肠道实热等所致病证的治法。,,,,TmpTCH:METHOD_61193,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.2; Database: clinical_treatment
TmpTCH:METHOD_61817,method,清肠止血,clearing the intestine and stopping bleeding,运用具有清泄肠道热邪、止血等作用的方药或相关疗法，以治疗肠道热盛络伤等所致便血病证的治法。,,,,TmpTCH:METHOD_61195,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.2.1; Database: clinical_treatment
TmpTCH:METHOD_61818,method,清肠止泻,clearing the intestine to stop diarrhea,运用具有清泄肠道热邪、止泻等作用的方药或相关疗法，以治疗热滞肠道等所致泄泻病证的治法。,,,,TmpTCH:METHOD_61195,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.2.2; Database: clinical_treatment
TmpTCH:METHOD_61819,method,清肠止痢,clearing the intestine to stop dysentery,运用具有清泄肠道热邪、止痢等作用的方药或相关疗法，以治疗热滞肠道等所致痢疾病证的治法。,,清热止痢,,TmpTCH:METHOD_61195,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.4.2.3; Database: clinical_treatment
TmpTCH:METHOD_61196,method,清泻肝胆,clearing and purging the liver and gallbladder,运用具有清泄肝胆热邪等作用的方药或相关疗法，以治疗肝胆火热等所致病证的治法。,,清泄肝胆,,TmpTCH:METHOD_61189,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.5; Database: clinical_treatment
TmpTCH:METHOD_61197,method,清肝泄火,clearing the liver and purging fire,运用具有清泄肝经火热等作用的方药或相关疗法，以治疗肝经火旺、肝火炽盛、肝火上炎等所致病证的治法。,,"清肝泻火,清肝泄热",,TmpTCH:METHOD_61196,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.5.1; Database: clinical_treatment
TmpTCH:METHOD_61820,method,疏肝清热,soothing the liver and clearing heat,运用具有疏肝理气、清泄肝热等作用的方药或相关疗法，以治疗肝郁化火等所致病证的治法。,,疏肝泄热,,TmpTCH:METHOD_61197,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.5.1.1; Database: clinical_treatment
TmpTCH:METHOD_61821,method,清肝理气,clearing the liver and regulating qi,清热药与理气药并用，以治疗肝热气滞等所致病证的治法。,,,,TmpTCH:METHOD_61197,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.6.4.5.1.2; Database: clinical_treatment
