tch_id,data_category,label_zh,label_en,definition_zh,definition_en,associated_pathomechanism,sources,date_accessed,notes
TmpTCH:SYMPTOM_21617,symptom,月经后错,月经后错,,,血虚,SymMap2.0 SMTS1618,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21618,symptom,月经量多,月经量多,,,气虚,SymMap2.0 SMTS1619,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21619,symptom,月经量多，味臭,月经量多，味臭,,,肝经湿热,SymMap2.0 SMTS1620,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21620,symptom,月经量少,月经量少,月经量少（月经过少）月经周期基本正常，经量明显减少，甚至点滴即净；或经期缩短不足两天，经量亦少者，均称为“月经过少”。,月经量少（月经过少）月经周期基本正常，经量明显减少，甚至点滴即净；或经期缩短不足两天，经量亦少者，均称为“月经过少”。,气血亏虚,SymMap2.0 SMTS1621,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21621,symptom,月经提前,月经提前,月经提前是月经不调的一个症状，就是指月经来潮的时间早于预期时间。可以通过饮食、起居和药物进行治疗。导致月经提前的原因，主要以内分泌失调与血热、气虚等因素关系最为密切,月经提前是月经不调的一个症状，就是指月经来潮的时间早于预期时间。可以通过饮食、起居和药物进行治疗。导致月经提前的原因，主要以内分泌失调与血热、气虚等因素关系最为密切,气虚,SymMap2.0 SMTS1622,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21622,symptom,月经先后不定期,月经先后不定期,,,气虚,SymMap2.0 SMTS1623,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21623,symptom,晕车,晕车,,,,SymMap2.0 SMTS1624,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21624,symptom,晕船,晕船,,,,SymMap2.0 SMTS1625,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21625,symptom,晕眩,晕眩,,,,SymMap2.0 SMTS1626,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21626,symptom,运动劳损,运动劳损,,,,SymMap2.0 SMTS1627,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21627,symptom,脏器下垂,脏器下垂,,,中气下陷,SymMap2.0 SMTS1628,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21628,symptom,脏血,脏血,,,,SymMap2.0 SMTS1629,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21629,symptom,早产,早产,早产是指妊娠满28周至不足37周间分娩者,早产是指妊娠满28周至不足37周间分娩者,肝肾亏虚,SymMap2.0 SMTS1630,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21630,symptom,早泄,早泄,,,肾虚肝郁,SymMap2.0 SMTS1631,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21631,symptom,燥咳,燥咳,燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少，喉中声哑，烦渴引饮，大便秘涩，肌肤枯燥。,燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少，喉中声哑，烦渴引饮，大便秘涩，肌肤枯燥。,肺阴虚,SymMap2.0 SMTS1632,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21632,symptom,燥咳少痰,燥咳少痰,,,温燥伤肺,SymMap2.0 SMTS1633,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21633,symptom,燥渴,燥渴,,,温燥伤肺,SymMap2.0 SMTS1634,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21634,symptom,燥热,燥热,,,温燥伤肺,SymMap2.0 SMTS1635,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21635,symptom,燥痰,燥痰,痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白，或咯出如米粒状痰，涩而难出，或兼见面白色枯，皮毛干焦，口干咽燥，咳嗽喘促等。治以清肺、润肺为主,痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白，或咯出如米粒状痰，涩而难出，或兼见面白色枯，皮毛干焦，口干咽燥，咳嗽喘促等。治以清肺、润肺为主,温燥伤肺,SymMap2.0 SMTS1636,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21636,symptom,憎寒,憎寒,是一种外有寒战，内有烦热的症状。这是由于热邪内伏，阳气被阻，不能透达所致。,是一种外有寒战，内有烦热的症状。这是由于热邪内伏，阳气被阻，不能透达所致。,寒证,SymMap2.0 SMTS1637,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21637,symptom,痄腮,痄腮,"痄腮,中医病名。痄腮是因感受风温邪毒，壅阻少阳经脉引起的时行疾病。以发热、耳下腮部漫肿疼痛为临床主要特征。","痄腮,中医病名。痄腮是因感受风温邪毒，壅阻少阳经脉引起的时行疾病。以发热、耳下腮部漫肿疼痛为临床主要特征。",,SymMap2.0 SMTS1638,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21638,symptom,谵狂,谵狂,,,邪热扰心,SymMap2.0 SMTS1639,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21639,symptom,谵语,谵语,神志不清、胡言乱语。,神志不清、胡言乱语。,邪热扰心,SymMap2.0 SMTS1640,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21640,symptom,胀满,胀满,,,脾虚,SymMap2.0 SMTS1641,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21641,symptom,胀痛,胀痛,指疼痛且有胀的感觉,指疼痛且有胀的感觉,脾虚,SymMap2.0 SMTS1642,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21642,symptom,真元不足,真元不足,,,肾虚,SymMap2.0 SMTS1643,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21643,symptom,怔忡,怔忡,"怔忡，为病名，首见于《济生方·惊悸怔忡健忘门》中“惊者，心卒动而不宁也；悸者,心跳动而怕惊也；怔忡者，心中躁动不安，惕惕然后人将捕之也”,是心悸的一种，是指多因久病体虚、心脏受损导致气血、阴阳亏虚，或邪毒、痰饮、瘀血阻滞心脉，日久导致心失濡养，心脉不畅，从而引起的心中剔剔不安，不能自控的一种病证，常和惊悸合并称为心悸。","怔忡，为病名，首见于《济生方·惊悸怔忡健忘门》中“惊者，心卒动而不宁也；悸者,心跳动而怕惊也；怔忡者，心中躁动不安，惕惕然后人将捕之也”,是心悸的一种，是指多因久病体虚、心脏受损导致气血、阴阳亏虚，或邪毒、痰饮、瘀血阻滞心脉，日久导致心失濡养，心脉不畅，从而引起的心中剔剔不安，不能自控的一种病证，常和惊悸合并称为心悸。",,SymMap2.0 SMTS1644,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21644,symptom,癥积,癥积,,,瘀血阻滞,SymMap2.0 SMTS1645,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21645,symptom,癥瘕,癥瘕,,,瘀血阻滞,SymMap2.0 SMTS1646,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21646,symptom,癥瘕腹痛,癥瘕腹痛,,,瘀血阻滞,SymMap2.0 SMTS1647,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21647,symptom,癥瘕痞块,癥瘕痞块,,,瘀血阻滞,SymMap2.0 SMTS1648,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21648,symptom,癥块,癥块,,,瘀血阻滞,SymMap2.0 SMTS1649,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21649,symptom,支气管扩张,支气管扩张,支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化，使支气管壁的肌肉和弹性组织破坏，导致支气管变形及持久扩张。典型的症状有慢性咳嗽、咳大量脓痰和反复咯血。,支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化，使支气管壁的肌肉和弹性组织破坏，导致支气管变形及持久扩张。典型的症状有慢性咳嗽、咳大量脓痰和反复咯血。,肺气虚,SymMap2.0 SMTS1650,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21650,symptom,支气管扩张出血,支气管扩张出血,,,肺气虚,SymMap2.0 SMTS1651,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21651,symptom,肢浮肿,肢浮肿,,,脾气虚,SymMap2.0 SMTS1652,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21652,symptom,肢节疼痛,肢节疼痛,,,肝气郁滞,SymMap2.0 SMTS1653,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21653,symptom,肢倦乏力,肢倦乏力,,,脾气虚,SymMap2.0 SMTS1654,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21654,symptom,肢冷,肢冷,,,肾阳虚,SymMap2.0 SMTS1655,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21655,symptom,肢麻,肢麻,,,血虚,SymMap2.0 SMTS1656,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21656,symptom,肢酸,肢酸,,,,SymMap2.0 SMTS1657,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21657,symptom,肢体不利,肢体不利,,,肝肾亏虚,SymMap2.0 SMTS1658,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21658,symptom,肢体不用,肢体不用,,,肝肾亏虚,SymMap2.0 SMTS1659,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21659,symptom,肢体沉重,肢体沉重,,,湿邪犯脾,SymMap2.0 SMTS1660,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21660,symptom,肢体乏力,肢体乏力,,,脾气虚,SymMap2.0 SMTS1661,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21661,symptom,肢体浮肿,肢体浮肿,,,湿盛伤脾,SymMap2.0 SMTS1662,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21662,symptom,肢体关节疼痛,肢体关节疼痛,,,脾气虚,SymMap2.0 SMTS1663,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21663,symptom,肢体活动受限,肢体活动受限,,,脾气虚,SymMap2.0 SMTS1664,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21664,symptom,肢体肌肉萎缩,肢体肌肉萎缩,,,脾气虚,SymMap2.0 SMTS1665,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21665,symptom,肢体拘挛,肢体拘挛,,,脾气虚,SymMap2.0 SMTS1666,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21666,symptom,肢体困重,肢体困重,,,脾气虚,SymMap2.0 SMTS1667,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21667,symptom,肢体剌痛,肢体剌痛,,,淤血阻滞,SymMap2.0 SMTS1668,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21668,symptom,肢体麻木,肢体麻木,肢体麻木是指肢体感觉丧失，发病原因有营养缺乏和代谢障碍性肢体麻木、中毒性神经性麻木、感染引起的神经炎性麻木、急性多发性神经根炎性麻木、脊椎骨质增生性麻木、骨髓病性麻木、动脉硬化性麻木、植物神经功能紊乱性麻木,肢体麻木是指肢体感觉丧失，发病原因有营养缺乏和代谢障碍性肢体麻木、中毒性神经性麻木、感染引起的神经炎性麻木、急性多发性神经根炎性麻木、脊椎骨质增生性麻木、骨髓病性麻木、动脉硬化性麻木、植物神经功能紊乱性麻木,血虚,SymMap2.0 SMTS1669,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21669,symptom,肢体麻木拘挛,肢体麻木拘挛,,,血虚,SymMap2.0 SMTS1670,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21670,symptom,肢体酸痛,肢体酸痛,,,,SymMap2.0 SMTS1671,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21671,symptom,肢体酸重,肢体酸重,,,,SymMap2.0 SMTS1672,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21672,symptom,肢体疼痛,肢体疼痛,,,脾气虚,SymMap2.0 SMTS1673,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21673,symptom,肢体胸痛,肢体胸痛,,,脾气虚,SymMap2.0 SMTS1674,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21674,symptom,脂溢性脱发,脂溢性脱发,,,肝经湿热,SymMap2.0 SMTS1675,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21675,symptom,痔疮出血,痔疮出血,,,大肠湿热,SymMap2.0 SMTS1676,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21676,symptom,痔疮痛,痔疮痛,,,热毒,SymMap2.0 SMTS1677,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21677,symptom,痔疮肿,痔疮肿,,,热毒,SymMap2.0 SMTS1678,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21678,symptom,痔疮肿痛,痔疮肿痛,,,热毒,SymMap2.0 SMTS1679,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21679,symptom,痔血,痔血,,,热伤血络,SymMap2.0 SMTS1680,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21680,symptom,痔肿,痔肿,,,血热,SymMap2.0 SMTS1681,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21681,symptom,智能减退,智能减退,智能减退是一种常见的症状，如果是在18岁以后出现称为痴呆，18岁之前出现的则称为精神发育迟滞，儿童及成人皆可发病，其发病率随年龄的增长而增高,智能减退是一种常见的症状，如果是在18岁以后出现称为痴呆，18岁之前出现的则称为精神发育迟滞，儿童及成人皆可发病，其发病率随年龄的增长而增高,,SymMap2.0 SMTS1682,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21682,symptom,中风,中风,中风，中医病名，有外风和内风之分，外风因感受外邪（风邪）所致，在《伤寒论》名曰中风（亦称桂枝汤证）；内风属内伤病证，又称脑卒中，卒中等。现代一般称中风，多指内伤病证的类中风，多因气血逆乱、脑脉痹阻或血溢于脑所致。以突然昏仆、半身不遂、肢体麻木、舌蹇不语，口舌歪斜，偏身麻木等为主要表现的脑神疾病。并具有起病急、变化快，如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,中风，中医病名，有外风和内风之分，外风因感受外邪（风邪）所致，在《伤寒论》名曰中风（亦称桂枝汤证）；内风属内伤病证，又称脑卒中，卒中等。现代一般称中风，多指内伤病证的类中风，多因气血逆乱、脑脉痹阻或血溢于脑所致。以突然昏仆、半身不遂、肢体麻木、舌蹇不语，口舌歪斜，偏身麻木等为主要表现的脑神疾病。并具有起病急、变化快，如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,五脏亏虚,SymMap2.0 SMTS1683,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21683,symptom,中风后遗症,中风后遗症,中风是中医学的疾病名称，也是人们对急性脑血管疾病的统称和俗称，本病是一组以脑部缺血及出血性损伤症状为主要临床表现的疾病，又称脑卒中或脑血管意外，具有极高的病死率和致残率，主要分为出血性脑中风（脑出血或蛛网膜下腔出血）和缺血性脑中风（脑梗死、脑血栓形成）两大类。出血性脑中风早期死亡率很高，约有半数病人于发病数日内死亡，幸存者中多数留有不同程度的运动障碍、认知障碍、言语吞咽障碍等后遗症。缺血性脑中风患者临床上以偏瘫为主要后遗症。多发生于50岁以后，男性略多于女性。,中风是中医学的疾病名称，也是人们对急性脑血管疾病的统称和俗称，本病是一组以脑部缺血及出血性损伤症状为主要临床表现的疾病，又称脑卒中或脑血管意外，具有极高的病死率和致残率，主要分为出血性脑中风（脑出血或蛛网膜下腔出血）和缺血性脑中风（脑梗死、脑血栓形成）两大类。出血性脑中风早期死亡率很高，约有半数病人于发病数日内死亡，幸存者中多数留有不同程度的运动障碍、认知障碍、言语吞咽障碍等后遗症。缺血性脑中风患者临床上以偏瘫为主要后遗症。多发生于50岁以后，男性略多于女性。,肝肾亏虚,SymMap2.0 SMTS1684,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21684,symptom,中暑,中暑,中暑是指长时间暴露在高温环境中、或在炎热环境中进行体力活动引起机体体温调节功能紊乱所致的一组临床症候群，以高热、皮肤干燥以及中枢神经系统症状为特征。,中暑是指长时间暴露在高温环境中、或在炎热环境中进行体力活动引起机体体温调节功能紊乱所致的一组临床症候群，以高热、皮肤干燥以及中枢神经系统症状为特征。,暑热,SymMap2.0 SMTS1685,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21685,symptom,肿毒,肿毒,,,热毒,SymMap2.0 SMTS1686,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21686,symptom,肿痛,肿痛,指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,,SymMap2.0 SMTS1687,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21687,symptom,肿痛羞明,肿痛羞明,,,热证,SymMap2.0 SMTS1688,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21688,symptom,肿硬作痛,肿硬作痛,,,气滞,SymMap2.0 SMTS1689,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21689,symptom,肿胀,肿胀,肿胀本是两个概念，肿是肿，胀是胀。肿多与肾脏关系密切，肾脏本是水火之脏，左为肾，重在精液，津液之容之。右之命门，是人之生命之本源，主真火所藏，人之身阴阳的盛衰，水道畅达，人体躯干就不会肿。水液潴留，泛滥肌肤，多表现以头面、眼睑、四肢、腹背、甚至全身性肿为特征的一类病症,肿胀本是两个概念，肿是肿，胀是胀。肿多与肾脏关系密切，肾脏本是水火之脏，左为肾，重在精液，津液之容之。右之命门，是人之生命之本源，主真火所藏，人之身阴阳的盛衰，水道畅达，人体躯干就不会肿。水液潴留，泛滥肌肤，多表现以头面、眼睑、四肢、腹背、甚至全身性肿为特征的一类病症,,SymMap2.0 SMTS1690,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21690,symptom,肿胀麻木,肿胀麻木,,,气滞,SymMap2.0 SMTS1691,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21691,symptom,周身不适,周身不适,,,气虚,SymMap2.0 SMTS1692,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21692,symptom,周身乏力,周身乏力,,,气虚,SymMap2.0 SMTS1693,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21693,symptom,转筋挛急,转筋挛急,,,筋脉失养,SymMap2.0 SMTS1694,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21694,symptom,转筋挛痛,转筋挛痛,,,筋脉失养,SymMap2.0 SMTS1695,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21695,symptom,壮热,壮热,壮热是指病人自觉热甚，或恶热，喜弃衣被，扪之肌肤烙手，测其体温39℃以上者，多因外邪入里，邪正相搏，阳热内盛，蒸达于外所致。常见于外感温热病气分阶段，属里实热证，多兼面赤、汗多、烦渴饮冷、舌红苔黄等热盛之症。,壮热是指病人自觉热甚，或恶热，喜弃衣被，扪之肌肤烙手，测其体温39℃以上者，多因外邪入里，邪正相搏，阳热内盛，蒸达于外所致。常见于外感温热病气分阶段，属里实热证，多兼面赤、汗多、烦渴饮冷、舌红苔黄等热盛之症。,,SymMap2.0 SMTS1696,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21696,symptom,灼热,灼热,,,热证,SymMap2.0 SMTS1697,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21697,symptom,灼痛,灼痛,中医学名词，指疼痛有灼热之感，而且喜冷恶热。常因火邪窜络，或阴虚火旺，组织被灼所致。,中医学名词，指疼痛有灼热之感，而且喜冷恶热。常因火邪窜络，或阴虚火旺，组织被灼所致。,,SymMap2.0 SMTS1698,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21698,symptom,浊涕,浊涕,浊涕指鼻涕浓稠秽浊。常见于鼻渊等病，出《素问·气厥论》。多因肺、胆蕴热上薰鼻窍等所致,浊涕指鼻涕浓稠秽浊。常见于鼻渊等病，出《素问·气厥论》。多因肺、胆蕴热上薰鼻窍等所致,肺热,SymMap2.0 SMTS1699,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21699,symptom,浊涕臭气,浊涕臭气,,,肺热,SymMap2.0 SMTS1700,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21700,symptom,子烦,子烦,指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,热证,SymMap2.0 SMTS1701,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21701,symptom,子宫出血,子宫出血,,,脾气虚,SymMap2.0 SMTS1702,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21702,symptom,子宫功能性出血,子宫功能性出血,,,脾气虚,SymMap2.0 SMTS1703,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21703,symptom,子宫脱垂,子宫脱垂,子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降，宫颈外口达坐骨棘水平以下，甚至子宫全部脱出于阴道口以外，常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱、直肠相邻，因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降，宫颈外口达坐骨棘水平以下，甚至子宫全部脱出于阴道口以外，常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱、直肠相邻，因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,中气下陷,SymMap2.0 SMTS1704,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21704,symptom,子痫抽搐,子痫抽搐,,,肝肾亏虚,SymMap2.0 SMTS1705,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21705,symptom,紫斑,紫斑,也称之肌衄，多数指血液溢出肌肤之间，皮肤表现青紫斑点或斑块的病证。西医的血液病、维生素缺乏症等所致皮下紫癜，均可参照本证辨证论治。另外在微电子封装领域中，紫斑主要是指引线键合中的Au-Al焊接界面上所产生的Au-Al化合物，其成分为AuAl2，它的存在会严重影响到引线键合的质量和可靠性。,也称之肌衄，多数指血液溢出肌肤之间，皮肤表现青紫斑点或斑块的病证。西医的血液病、维生素缺乏症等所致皮下紫癜，均可参照本证辨证论治。另外在微电子封装领域中，紫斑主要是指引线键合中的Au-Al焊接界面上所产生的Au-Al化合物，其成分为AuAl2，它的存在会严重影响到引线键合的质量和可靠性。,,SymMap2.0 SMTS1706,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21706,symptom,自汗,自汗,中医病症名。自汗属于中医汗证范畴， 指由于阴阳失调、腠理不固，而致汗液外泄失常的病证,中医病症名。自汗属于中医汗证范畴， 指由于阴阳失调、腠理不固，而致汗液外泄失常的病证,气虚,SymMap2.0 SMTS1707,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21707,symptom,足抽搐,足抽搐,,,筋脉失养,SymMap2.0 SMTS1708,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21708,symptom,足跟疼痛,足跟疼痛,,,肾虚,SymMap2.0 SMTS1709,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21709,symptom,足胫红肿热痛,足胫红肿热痛,,,热证,SymMap2.0 SMTS1710,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21710,symptom,足拘挛,足拘挛,,,阴虚,SymMap2.0 SMTS1711,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21711,symptom,足冷,足冷,,,阳虚,SymMap2.0 SMTS1712,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21712,symptom,足麻木,足麻木,,,肝血虚,SymMap2.0 SMTS1713,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21713,symptom,足痿筋挛,足痿筋挛,,,肝血虚,SymMap2.0 SMTS1714,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21714,symptom,足膝红肿,足膝红肿,,,热证,SymMap2.0 SMTS1715,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21715,symptom,足膝红肿热痛,足膝红肿热痛,,,热证,SymMap2.0 SMTS1716,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21716,symptom,足肿胀,足肿胀,,,脾气虚,SymMap2.0 SMTS1717,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21717,symptom,下疳,下疳,,,,SymMap2.0 SMTS1718,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21718,symptom,下痢,下痢,,,,SymMap2.0 SMTS1719,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21719,symptom,不得平卧,不得平卧,,,,SymMap2.0 SMTS1720,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_21720,symptom,不眠,不眠,,,,SymMap2.0 SMTS1721,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
